Date,TS,RH2M,dMdt,M
2021-01-01,2.700215978636673,101.20815597535177,0.21907304405017405,0.0
2021-01-02,3.860215978636673,100.20815597535177,0.19723553161427412,0.19723553161427412
2021-01-03,3.990215978636673,99.44815597535178,0.21436683577109072,0.4116023673853648
2021-01-04,4.520215978636673,99.82815597535178,0.18676838194235376,0.5983707493277186
2021-01-05,4.080215978636673,101.07815597535178,0.16843446833226577,0.7668052176599844
2021-01-06,4.250215978636674,98.76815597535177,0.22589254037702228,0.9926977580370067
2021-01-07,1.6502159786366732,100.57815597535178,0.3339638930049492,1.326661651041956
2021-01-08,1.6502159786366732,99.82815597535178,0.24744835395169848,1.5741100049936545
2021-01-09,2.030215978636673,99.20815597535177,0.23423379350959503,1.8083437985032496
2021-01-10,2.0602159786366734,102.38815597535178,0.14967818444348124,1.9580219829467307
2021-01-11,6.050215978636674,100.20815597535177,0.09699844296525957,2.0550204259119904
2021-01-12,5.740215978636673,94.32815597535178,0.22237883176978307,2.2773992576817736
2021-01-13,5.790215978636674,97.32815597535178,0.14894545863514722,2.4263447163169207
2021-01-14,6.300215978636674,101.13815597535178,0.08297222513818656,2.5093169414551073
2021-01-15,2.950215978636673,91.07815597535178,-0.032,2.4773169414551073
2021-01-16,4.800215978636674,97.13815597535178,0.17209683492879188,2.649413776383899
2021-01-17,5.030215978636673,98.70815597535177,0.1348352861582617,2.7842490625421608
2021-01-18,5.760215978636674,99.51815597535177,0.10997155426028339,2.894220616802444
2021-01-19,9.450215978636674,98.57815597535178,0.08923682398340542,2.9834574407858496
2021-01-20,9.120215978636674,97.01815597535177,0.11214244718783414,3.095599887973684
2021-01-21,5.880215978636674,94.51815597535177,0.13429111622631157,3.2298910041999953
2021-01-22,4.270215978636673,98.82815597535178,0.14551435929188938,3.375405363491885
2021-01-23,2.4302159786366735,98.63815597535178,0.2055398162092661,3.5809451797011507
2021-01-24,2.0902159786366736,97.57815597535178,0.0,3.5809451797011507
2021-01-25,1.9302159786366733,100.38815597535178,0.2037465543414627,3.7846917340426134
2021-01-26,3.4602159786366737,97.63815597535178,0.12240831848913761,3.907100052531751
2021-01-27,7.020215978636673,102.82815597535178,0.06079008163303312,3.9678901341647843
2021-01-28,9.660215978636673,99.76815597535177,0.0710870462692333,4.038977180434018
2021-01-29,7.990215978636673,97.82815597535178,0.08995916118980954,4.128936341623827
2021-01-30,5.380215978636674,98.63815597535178,0.10633738456210069,4.235273726185928
2021-01-31,3.7102159786366737,94.44815597535178,0.0,4.235273726185928
2021-02-01,4.910215978636674,96.76815597535177,0.0,4.235273726185928
2021-02-02,8.980215978636673,98.38815597535178,0.0756095434426405,4.310883269628568
2021-02-03,7.230215978636673,99.07815597535178,0.0824466043465031,4.3933298739750715
2021-02-04,6.780215978636673,101.26815597535177,0.07315520919702606,4.466485083172097
2021-02-05,6.730215978636673,99.88815597535178,0.07947196594684842,4.545957049118946
2021-02-06,5.870215978636674,99.13815597535178,0.07793543424116492,4.623892483360111
2021-02-07,2.0502159786366736,91.32815597535178,-0.032,4.591892483360111
2021-02-08,1.0002159786366733,91.01815597535177,0.0,4.591892483360111
2021-02-09,0.9502159786366733,85.76815597535177,-0.0016,4.590292483360111
2021-02-10,1.0502159786366732,86.63815597535178,-0.0016,4.588692483360111
2021-02-11,0.8702159786366733,83.13815597535178,-0.0016,4.587092483360111
2021-02-12,0.5702159786366733,79.07815597535178,-0.0016,4.585492483360111
2021-02-13,0.3202159786366733,75.26815597535177,-0.0016,4.583892483360112
2021-02-14,2.7702159786366733,79.20815597535177,-0.0016,4.582292483360112
2021-02-15,6.770215978636673,101.38815597535178,0.07013026608777845,4.65242274944789
2021-02-16,7.2202159786366735,100.44815597535178,0.06888373276791884,4.721306482215809
2021-02-17,8.230215978636673,97.63815597535178,0.0,4.721306482215809
2021-02-18,6.7202159786366735,95.44815597535178,0.0,4.721306482215809
2021-02-19,7.410215978636674,98.82815597535178,0.04740531474976426,4.768711796965573
2021-02-20,9.320215978636673,92.01815597535177,0.0,4.768711796965573
2021-02-21,9.350215978636674,96.82815597535178,0.0,4.768711796965573
2021-02-22,7.980215978636673,101.07815597535178,0.05981844090845036,4.828530237874023
2021-02-23,8.400215978636673,94.32815597535178,0.0,4.828530237874023
2021-02-24,9.450215978636674,91.20815597535177,0.0,4.828530237874023
2021-02-25,8.200215978636674,94.70815597535177,0.0,4.828530237874023
2021-02-26,5.420215978636674,88.63815597535178,0.0,4.828530237874023
2021-02-27,5.290215978636674,95.13815597535178,0.0,4.828530237874023
2021-02-28,6.4702159786366735,96.13815597535178,0.0,4.828530237874023
2021-03-01,6.370215978636674,95.07815597535178,0.0,4.828530237874023
2021-03-02,6.120215978636674,98.63815597535178,0.01683293846689897,4.845363176340922
2021-03-03,7.210215978636674,101.26815597535177,0.062059168916576576,4.9074223452574985
2021-03-04,5.620215978636674,96.44815597535178,0.0,4.9074223452574985
2021-03-05,3.870215978636673,88.20815597535177,-0.032,4.8754223452574985
