Date,TS,RH2M,dMdt,M
2021-01-01,3.064365209620859,92.84184668787415,0.6669381791024941,0.0
2021-01-02,4.224365209620859,91.84184668787415,0.6080215911596194,0.6080215911596194
2021-01-03,4.354365209620859,91.08184668787416,0.551861093011436,1.1598826841710554
2021-01-04,4.884365209620858,91.46184668787416,0.322057644705908,1.4819403288769635
2021-01-05,4.444365209620859,92.71184668787416,0.2856775704429327,1.767617899319896
2021-01-06,4.614365209620859,90.40184668787415,0.0,1.767617899319896
2021-01-07,2.014365209620859,92.21184668787416,-0.032,1.735617899319896
2021-01-08,2.014365209620859,91.46184668787416,0.0,1.735617899319896
2021-01-09,2.394365209620859,90.84184668787415,-0.0016,1.734017899319896
2021-01-10,2.424365209620859,94.02184668787416,0.0,1.734017899319896
2021-01-11,6.414365209620859,91.84184668787415,0.2767168409544535,2.0107347402743496
2021-01-12,6.104365209620859,85.96184668787416,-0.032,1.9787347402743496
2021-01-13,6.15436520962086,88.96184668787416,0.0,1.9787347402743496
2021-01-14,6.664365209620859,92.77184668787416,0.24337454149881158,2.2221092817731614
2021-01-15,3.314365209620859,82.71184668787416,-0.032,2.1901092817731613
2021-01-16,5.164365209620859,88.77184668787416,0.0,2.1901092817731613
2021-01-17,5.394365209620858,90.34184668787415,0.0,2.1901092817731613
2021-01-18,6.1243652096208585,91.15184668787415,0.09005870273145287,2.2801679845046143
2021-01-19,9.81436520962086,90.21184668787416,0.20832159855472998,2.4884895830593443
2021-01-20,9.48436520962086,88.65184668787415,0.0,2.4884895830593443
2021-01-21,6.2443652096208595,86.15184668787415,0.0,2.4884895830593443
2021-01-22,4.634365209620858,90.46184668787416,0.0,2.4884895830593443
2021-01-23,2.794365209620859,90.27184668787416,-0.032,2.4564895830593443
2021-01-24,2.454365209620859,89.21184668787416,0.0,2.4564895830593443
2021-01-25,2.294365209620859,92.02184668787416,-0.0016,2.4548895830593445
2021-01-26,3.824365209620859,89.27184668787416,-0.0016,2.4532895830593446
2021-01-27,7.384365209620858,94.46184668787416,0.18249053437067067,2.6357801174300155
2021-01-28,10.024365209620859,91.40184668787415,0.1715000660134256,2.8072801834434413
2021-01-29,8.354365209620859,89.46184668787416,0.0,2.8072801834434413
2021-01-30,5.7443652096208595,90.27184668787416,0.0,2.8072801834434413
2021-01-31,4.07436520962086,86.08184668787416,-0.032,2.7752801834434413
2021-02-01,5.274365209620859,88.40184668787415,0.0,2.7752801834434413
2021-02-02,9.34436520962086,90.02184668787416,0.0,2.7752801834434413
2021-02-03,7.594365209620859,90.71184668787416,0.0,2.7752801834434413
2021-02-04,7.144365209620858,92.90184668787415,0.1559200332148102,2.9312002166582514
2021-02-05,7.094365209620859,91.52184668787416,0.0,2.9312002166582514
2021-02-06,6.23436520962086,90.77184668787416,0.0,2.9312002166582514
2021-02-07,2.414365209620859,82.96184668787416,-0.032,2.8992002166582513
2021-02-08,1.3643652096208592,82.65184668787415,0.0,2.8992002166582513
2021-02-09,1.314365209620859,77.40184668787415,-0.0016,2.8976002166582515
2021-02-10,1.414365209620859,78.27184668787416,-0.0016,2.8960002166582517
2021-02-11,1.234365209620859,74.77184668787416,-0.0016,2.894400216658252
2021-02-12,0.934365209620859,70.71184668787416,-0.0016,2.892800216658252
2021-02-13,0.684365209620859,66.90184668787415,-0.0016,2.891200216658252
2021-02-14,3.1343652096208587,70.84184668787415,-0.0016,2.8896002166582524
2021-02-15,7.134365209620858,93.02184668787416,0.1356788021594666,3.025279018817719
2021-02-16,7.584365209620859,92.08184668787416,0.0,3.025279018817719
2021-02-17,8.59436520962086,89.27184668787416,0.0,3.025279018817719
2021-02-18,7.084365209620859,87.08184668787416,0.0,3.025279018817719
2021-02-19,7.774365209620859,90.46184668787416,0.0,3.025279018817719
2021-02-20,9.684365209620859,83.65184668787415,0.0,3.025279018817719
